latitude,longitude
43.473,22.533
43.478,22.533
43.485,22.525
43.496,22.524
43.500,22.519
43.505,22.514
43.507,22.515
43.510,22.514
43.516,22.507
43.518,22.507
43.523,22.504
43.525,22.504
43.530,22.501
43.532,22.503
43.536,22.502
43.540,22.504
43.542,22.503
43.547,22.497
43.549,22.493
43.552,22.493
43.556,22.489
43.569,22.488
43.572,22.491
43.576,22.492
43.578,22.495
43.584,22.496
43.587,22.489
43.593,22.486
43.600,22.493
43.604,22.492
43.607,22.490
43.611,22.491
43.620,22.487
43.624,22.481
43.634,22.491
43.640,22.491
43.644,22.487
43.645,22.484
43.653,22.483
43.656,22.480
43.657,22.475
43.657,22.470
43.659,22.460
43.664,22.451
43.669,22.444
43.673,22.442
43.674,22.434
43.677,22.427
43.690,22.412
43.696,22.408
43.702,22.408
43.709,22.405
43.722,22.404
43.726,22.398
43.729,22.394
43.735,22.398
43.738,22.400
43.750,22.398
43.758,22.402
43.759,22.395
43.767,22.384
43.810,22.356
43.823,22.358
43.827,22.366
43.832,22.366
43.836,22.371
43.847,22.379
43.849,22.378
43.908,22.393
43.927,22.386
43.933,22.391
43.935,22.398
43.941,22.407
43.948,22.404
43.954,22.408
43.956,22.411
43.972,22.412
43.988,22.407
43.993,22.416
43.995,22.410
43.998,22.408
44.000,22.410
44.005,22.407
44.006,22.416
44.008,22.428
44.010,22.432
44.010,22.439
44.017,22.441
44.015,22.465
44.019,22.472
44.018,22.478
44.021,22.483
44.019,22.505
44.021,22.528
44.026,22.531
44.026,22.536
44.034,22.542
44.038,22.536
44.042,22.539
44.049,22.529
44.051,22.530
44.052,22.532
44.054,22.553
44.058,22.558
44.054,22.579
44.062,22.580
44.064,22.619
44.070,22.617
44.072,22.618
44.074,22.622
44.080,22.613
44.082,22.617
44.097,22.619
44.100,22.614
44.101,22.612
44.108,22.608
44.120,22.611
44.149,22.617
44.150,22.620
44.147,22.625
44.153,22.625
44.164,22.612
44.173,22.618
44.173,22.622
44.171,22.624
44.175,22.628
44.175,22.636
44.178,22.635
44.182,22.629
44.184,22.634
44.182,22.637
44.187,22.642
44.191,22.636
44.198,22.644
44.203,22.647
44.207,22.644
44.205,22.653
44.209,22.661
44.212,22.662
44.212,22.666
44.209,22.666
44.207,22.669
44.212,22.670
44.214,22.674
44.222,22.671
44.236,22.675
44.247,22.685
44.266,22.684
44.274,22.680
44.284,22.672
44.290,22.645
44.290,22.634
44.304,22.567
44.335,22.530
44.378,22.504
44.421,22.496
44.442,22.466
44.451,22.464
44.466,22.456
44.480,22.460
44.481,22.472
44.481,22.481
44.473,22.525
44.481,22.536
44.481,22.552
44.489,22.555
44.496,22.555
44.500,22.559
44.537,22.566
44.551,22.584
44.553,22.620
44.544,22.647
44.524,22.676
44.517,22.698
44.527,22.730
44.537,22.762
44.542,22.765
44.562,22.762
44.583,22.732
44.605,22.708
44.606,22.691
44.607,22.686
44.619,22.675
44.619,22.669
44.614,22.631
44.615,22.620
44.619,22.612
44.629,22.589
44.634,22.576
44.639,22.566
44.648,22.563
44.670,22.534
44.671,22.528
44.675,22.527
44.683,22.512
44.697,22.497
44.713,22.473
44.715,22.459
44.714,22.451
44.711,22.438
44.711,22.431
44.699,22.413
44.687,22.402
44.677,22.384
44.674,22.375
44.672,22.363
44.673,22.350
44.676,22.342
44.676,22.336
44.670,22.327
44.660,22.307
44.647,22.301
44.643,22.301
44.638,22.298
44.627,22.276
44.622,22.273
44.619,22.273
44.613,22.273
44.595,22.264
44.585,22.253
44.565,22.233
44.550,22.225
44.537,22.214
44.522,22.206
44.511,22.194
44.507,22.192
44.498,22.192
44.487,22.187
44.479,22.177
44.474,22.169
44.471,22.160
44.471,22.144
44.473,22.131
44.494,22.098
44.497,22.087
44.500,22.083
44.526,22.070
44.539,22.042
44.546,22.033
44.560,22.030
44.567,22.023
44.570,22.024
44.577,22.027
44.589,22.027
44.596,22.023
44.609,22.005
44.618,22.002
44.624,22.002
44.630,21.998
44.635,21.989
44.634,21.975
44.634,21.959
44.636,21.945
44.647,21.918
44.647,21.906
44.645,21.898
44.645,21.890
44.650,21.868
44.651,21.857
44.654,21.842
44.650,21.824
44.652,21.811
44.662,21.793
44.661,21.778
44.660,21.762
44.654,21.740
44.652,21.724
44.654,21.714
44.660,21.703
44.665,21.686
44.664,21.677
44.667,21.658
44.666,21.646
44.663,21.638
44.660,21.635
44.660,21.633
44.665,21.623
44.672,21.617
44.689,21.612
44.702,21.612
44.713,21.615
44.730,21.610
44.753,21.596
44.759,21.587
44.763,21.573
44.767,21.567
44.774,21.535
44.772,21.497
44.775,21.477
44.776,21.434
44.773,21.420
44.775,21.404
44.780,21.394
44.789,21.388
44.805,21.386
44.812,21.381
44.818,21.373
44.819,21.363
44.824,21.358
44.828,21.356
44.830,21.357
44.830,21.363
44.832,21.362
44.832,21.356
44.837,21.356
44.840,21.353
44.842,21.355
44.841,21.357
44.840,21.361
44.841,21.362
44.844,21.362
44.843,21.360
44.844,21.358
44.846,21.358
44.847,21.358
44.848,21.360
44.850,21.357
44.856,21.362
44.859,21.364
44.862,21.365
44.864,21.366
44.866,21.368
44.868,21.369
44.866,21.374
44.866,21.378
44.865,21.383
44.867,21.386
44.870,21.386
44.870,21.388
44.868,21.394
44.866,21.397
44.868,21.400
44.866,21.405
44.868,21.407
44.868,21.412
44.870,21.414
44.868,21.417
44.868,21.418
44.871,21.420
44.873,21.428
44.869,21.427
44.871,21.432
44.868,21.433
44.868,21.435
44.869,21.438
44.869,21.440
44.871,21.440
44.870,21.443
44.872,21.445
44.871,21.447
44.872,21.449
44.875,21.448
44.874,21.452
44.872,21.455
44.870,21.455
44.871,21.459
44.868,21.461
44.866,21.464
44.866,21.467
44.869,21.467
44.871,21.466
44.871,21.469
44.871,21.472
44.871,21.474
44.870,21.476
44.870,21.478
44.868,21.478
44.868,21.482
44.870,21.485
44.872,21.489
44.872,21.493
44.874,21.502
44.880,21.509
44.883,21.535
44.888,21.559
44.898,21.558
44.902,21.555
44.905,21.557
44.917,21.550
44.924,21.551
44.930,21.546
44.935,21.537
44.936,21.532
44.938,21.526
44.938,21.520
44.958,21.469
44.962,21.446
44.961,21.436
44.979,21.406
44.987,21.413
44.990,21.404
44.992,21.405
44.999,21.388
45.002,21.384
45.006,21.386
45.008,21.382
45.008,21.376
45.023,21.360
45.026,21.371
45.029,21.374
45.026,21.376
45.027,21.380
45.025,21.381
45.029,21.385
45.030,21.394
45.032,21.399
45.030,21.402
45.032,21.404
45.038,21.406
45.036,21.417
45.033,21.422
45.033,21.425
45.036,21.427
45.041,21.456
45.052,21.451
45.055,21.449
45.059,21.449
45.064,21.453
45.067,21.460
45.073,21.461
45.083,21.473
45.088,21.475
45.091,21.483
45.094,21.484
45.105,21.471
45.112,21.474
45.118,21.478
45.122,21.479
45.124,21.483
45.126,21.500
45.132,21.510
45.138,21.526
45.145,21.528
45.156,21.525
45.170,21.515
45.171,21.509
45.173,21.494
45.192,21.482
45.202,21.444
45.202,21.440
45.203,21.437
45.213,21.433
45.215,21.430
45.215,21.424
45.220,21.414
45.225,21.413
45.228,21.408
45.229,21.404
45.219,21.397
45.226,21.370
45.223,21.360
45.234,21.338
45.237,21.339
45.236,21.327
45.240,21.327
45.241,21.321
45.238,21.319
45.239,21.309
45.243,21.293
45.230,21.276
45.243,21.253
45.253,21.226
45.252,21.220
45.265,21.205
45.275,21.210
45.286,21.193
45.295,21.190
45.311,21.182
45.315,21.181
45.316,21.185
45.319,21.182
45.321,21.185
45.324,21.181
45.325,21.175
45.321,21.167
45.325,21.163
45.325,21.161
45.316,21.152
45.312,21.155
45.305,21.146
45.305,21.138
45.305,21.125
45.301,21.110
45.297,21.098
45.318,21.082
45.314,21.072
45.316,21.070
45.316,21.062
45.331,21.065
45.330,21.059
45.332,21.056
45.330,21.043
45.327,21.040
45.325,21.030
45.327,21.024
45.326,21.016
45.341,21.009
45.342,20.998
45.348,20.989
45.357,20.981
45.365,20.963
45.373,20.952
45.378,20.949
45.385,20.949
45.383,20.946
45.385,20.942
45.386,20.933
45.390,20.930
45.392,20.932
45.394,20.936
45.400,20.933
45.401,20.929
45.405,20.928
45.406,20.925
45.416,20.921
45.417,20.913
45.416,20.902
45.423,20.879
45.431,20.865
45.433,20.869
45.436,20.867
45.437,20.874
45.444,20.873
45.445,20.880
45.449,20.879
45.452,20.880
45.456,20.873
45.459,20.871
45.465,20.867
45.466,20.859
45.479,20.834
45.480,20.772
45.488,20.771
45.490,20.777
45.498,20.769
45.500,20.769
45.515,20.804
45.520,20.813
45.536,20.832
45.551,20.819
45.553,20.823
45.566,20.810
45.569,20.812
45.589,20.793
45.587,20.787
45.584,20.786
45.581,20.776
45.581,20.771
45.603,20.768
45.610,20.765
45.615,20.768
45.622,20.779
45.647,20.789
45.650,20.794
45.652,20.799
45.655,20.802
45.660,20.804
45.672,20.800
45.680,20.803
45.688,20.797
45.699,20.802
45.702,20.799
45.704,20.801
45.739,20.803
45.747,20.808
45.749,20.810
45.749,20.816
45.750,20.818
45.774,20.823
45.785,20.783
45.755,20.774
45.755,20.734
45.752,20.720
45.749,20.717
45.750,20.713
45.751,20.710
45.751,20.699
45.760,20.697
45.760,20.693
45.765,20.691
45.768,20.695
45.796,20.682
45.797,20.680
45.794,20.663
45.807,20.657
45.807,20.654
45.812,20.650
45.829,20.661
45.863,20.614
45.863,20.608
45.862,20.598
45.868,20.596
45.871,20.594
45.869,20.583
45.876,20.580
45.876,20.575
45.880,20.577
45.883,20.575
45.885,20.579
45.909,20.570
45.907,20.549
45.904,20.547
45.900,20.550
45.892,20.516
45.911,20.501
45.954,20.483
45.970,20.451
45.966,20.406
46.000,20.348
46.001,20.350
45.999,20.354
46.005,20.352
46.007,20.357
46.038,20.339
46.043,20.339
46.048,20.343
46.072,20.309
46.075,20.310
46.084,20.303
46.086,20.302
46.100,20.270
46.109,20.265
46.112,20.265
46.112,20.272
46.115,20.277
46.116,20.282
46.118,20.282
46.119,20.277
46.117,20.270
46.117,20.267
46.118,20.262
46.122,20.261
46.123,20.252
